,state,public_health,phone_number
3218,VA,Williamsburg City Health Department,17572534813
3219,VA,Wise/Norton Health Department,12763288000
3220,VA,Wythe County Health Department,12762285507
3221,VA,York/Denbigh Health Department,17578862810
3222,WA,Adams County Health Department,15094884074
3223,WA,Asotin County Health District,15097583344
3224,WA,Benton-Franklin Health District,15099432614
3225,WA,Chelan-Douglas Health District,15098866480
3226,WA,Clallam County Health and Human Services,13604172329
3227,WA,Clark County Board of Health,136039722324310
3228,WA,Clark County Public Health,13603978477
3229,WA,Columbia County Public Health Department,15093823048
3230,WA,Cowlitz County Health & Human Services,13604145599
3231,WA,Garfield County Health District,15098433412
3232,WA,Grant County Health District,15097667960
3233,WA,Grays Harbor County Public Health and Social Services,13605328631
3234,WA,Island County Health Department,13606797350
3235,WA,Jefferson County Public Health,13603859400
3236,WA,Kitsap Public Health District,13603375237
3237,WA,Kittitas County Health Department,15099627515
3238,WA,Klickitat County Health Department,15097734565
3239,WA,Lewis County Public Health & Social Services,13607401223
3240,WA,Lincoln County Health Department,15097252501
3241,WA,Mason County Department of Health & Human Services ,13604279670
3242,WA,Northeast Tri-County Health District,15096841301
3243,WA,Okanogan County Public Health,15094227158
3244,WA,Pacific County Public Health and Human Services Department,13608759343
3245,WA,Public Health - Seattle and King County,12062964600
3246,WA,San Juan County Health and Community Services,13603707517
3247,WA,Skagit County Public Health,13604161500
3248,WA,Skamania County Health Department,15094273881
3249,WA,Snohomish Health District,14253398687
3250,WA,Spokane Regional Health District,15093241500
3251,WA,Tacoma-Pierce County Health Department,12537987377
3252,WA,Thurston County Public Health and Social Services Department,13608672502
3253,WA,Wahkiakum County Health Department,13607956207
3254,WA,Walla Walla County Health Department,15095242650
3255,WA,Whatcom County Health Department,13607786000
3256,WA,Whitman County Department of Health,15093976280
3257,WA,Yakima County Health District,15092496666
3258,WV,Barbour County Health Department,13044571670
3259,WV,Beckley-Raleigh County Health Department,13042528531
3260,WV,Berkeley-Morgan County Board of Health,13042635131
3261,WV,Boone County Health Department,13043697967
3262,WV,Braxton County Health Department,13047652851
3263,WV,Brooke County Health Department,13047373665
3264,WV,Cabell-Huntington Health Department,13043488050
3265,WV,Clay County Health Department,13045874269
3266,WV,Doddridge County Health Department,13048731531
3267,WV,Fayette County Health Department,13045741617
3268,WV,Gilmer County Health Department,13044627351
3269,WV,Grafton-Taylor County Health Department,13042651288
3270,WV,Grant County Health Department,13042574922
3271,WV,Greenbrier County Health Department,13046451787
3272,WV,Hampshire County Health Department,13044969640
3273,WV,Hancock County Health Department,13045643343
3274,WV,Hardy County Health Department,13045306355
3275,WV,Harrison-Clarksburg Health Department,13046239308
3276,WV,Jackson County Health Department,13043722634
3277,WV,Jefferson County Health Department,13047288416
3278,WV,Kanawha-Charleston Health Department,13043486494
3279,WV,Lewis County Health Department,13042698218
3280,WV,Lincoln County Health Department,13048243330
3281,WV,Logan County Health Department,13047928630
3282,WV,Marion County Health Department,13043663360
3283,WV,Marshall County Health Department,13048457840
3284,WV,Mason County Health Department,13046753050
3285,WV,McDowell County Health Department,13044482174
3286,WV,Mercer County Health Department,13043248367
3287,WV,Mid-Ohio Valley Health Department,13044857374
3288,WV,Mineral County Health Department,13047881321
3289,WV,Mingo County Health Department,13042353570
3290,WV,Monongalia County Health Department,13045985100
3291,WV,Monroe County Health Department,13047723064
3292,WV,Morgan County Health Department,13042581513
3293,WV,Nicholas County Health Department,13048725329
3294,WV,Pendleton County Health Department,13043587565
3295,WV,Pocahontas County Health Department,13047994154
3296,WV,Preston County Health Department,13043290096
3297,WV,Putnam County Health Department,13047572541
3298,WV,Randolph-Elkins Health Department,13046360396
3299,WV,Summers County Health Department,13044663388
3300,WV,Tucker County Health Department,13044783572
3301,WV,Upshur-Buckhannon Health Department,13044722810
3302,WV,Wayne County Health Department,13042726761
3303,WV,Webster County Health Department,13048475483
3304,WV,Wetzel-Tyler County Health Department,13043372001
3305,WV,Wheeling-Ohio County Health Department,13042343682
3306,WV,Wyoming County Health Department,13047327941
3307,WI,Adams County Health & Human Services Department ,16083394513
3308,WI,Appleton City Health Department,19208326429
3309,WI,Ashland County Health Department,17156827004
3310,WI,Barron County Health and Human Services Department,17155376109
3311,WI,Bayfield County Health Department,17153736109
3312,WI,Brown County Health Department,19204486404
3313,WI,Buffalo County Department of Health and Human Services,16086854412
3314,WI,Burnett County Department of Health and Human Services,17153497600
3315,WI,Calumet County Health Department,19208491432
3316,WI,Central Racine County Health Department,12628984463
3317,WI,Chippewa County Department of Public Health,17157267900
3318,WI,Clark County Health Department,17157435105
3319,WI,Columbia County Health Department,16087429227
3320,WI,Crawford County Health and Human Services,16083260229
3321,WI,Cudahy Health Department,14147692239
3322,WI,De Pere Department of Public Health,19203394054
3323,WI,Dodge County Human Services and Health Department,19203863670
3324,WI,Door County Department of Health and Human Services,17157327670
3325,WI,Douglas County Health and Human Services,17153951304
3326,WI,Dunn County Health Department,17152322388
3327,WI,Eau Claire City-County Health Department,17158394718
3328,WI,Florence County Health Department,17155284837
3329,WI,Fond du Lac County Health Department,19209293085
3330,WI,Forest County Health Department,17154783371
3331,WI,Franklin Health Department,14144259101
3332,WI,Grant County Health Department,16087236416
3333,WI,Green County Health Department,16083289390
3334,WI,Green Lake County Human Services - Health Unit,19202944070
3335,WI,Greenfield Health Department,14143295275
3336,WI,Hales Corners Health Department,14145296155
3337,WI,Iowa County Health Department,16089352810
3338,WI,Iron County Health Department,17155612191
3339,WI,Jackson County Public Health Department,17152844301272
3340,WI,Jefferson County Health Department,19206747275
3341,WI,Juneau County Health Department,16088479373
3342,WI,Kenosha County Division of Health,12626056700
3343,WI,Kewaunee County Public Health Office,19203887160
3344,WI,La Crosse County Health Department,16087859872
3345,WI,Lafayette County Health Department,16087764895
3346,WI,Langlade County Health Department,17156276250
3347,WI,Lincoln County Health Department,17155360307
3348,WI,Manitowoc County Health Department,19206834155
3349,WI,Marathon County Health Department,17152611903
3350,WI,Marinette County Health and Human Services Department,17157327700
3351,WI,Marquette County Health Department,16082973135
3352,WI,Menasha Health Department,19209673520
3353,WI,Milwaukee City Health Department,14142863521
3354,WI,Monroe County Health Agency,16082698666
3355,WI,North Shore Health Department,14143712981
3356,WI,Oak Creek Health Department,14147667950
3357,WI,Oconto County Health and Human Services,19208347033
3358,WI,Oneida County Health Department,17153696111
3359,WI,"Outagamie County DHHS, Public Health Division",19208325100
3360,WI,Pepin County Health Department,17156725961
3361,WI,Pierce County Public Health Department,17152736782
3362,WI,Polk County Health Department,17154859212
3363,WI,Portage County Health and Human Services,17153455350
3364,WI,Price County Health Department,17153392158
3365,WI,Public Health - Madison and Dane County,16082664821
3366,WI,Racine City Health Department,12626369495
3367,WI,Richland County Health Department,1608647882129
3368,WI,Rock County Health Department - North Office,16087575442
3369,WI,Rusk County Department of Health & Human Services,17155322299
3370,WI,Sauk County Health Department,16083554300
3371,WI,Sawyer County Health and Human Services,17156383423
3372,WI,Shawano-Menominee Counties Health Department,17155264808
3373,WI,Sheboygan County Division of Public Health,19204594382
3374,WI,South Milwaukee Health Department,14147688055
3375,WI,St. Croix County Dept. of Human and Health Services - Public Health,17152468263
3376,WI,St. Francis Health Department,14144812300133
3377,WI,Taylor County Health Department,17157481410
3378,WI,Trempealeau County Public Health Department,17155382311226
3379,WI,Vernon County Health Department,16086375251
3380,WI,Vilas County Public Health Department,17154793659
3381,WI,Village of Greendale Health Department,14144232110
3382,WI,Walworth County Department of Health & Human Services Division of Public Health,12627413200
3383,WI,Washburn County Health,17156354400
3384,WI,Washington Ozaukee Public Health Department,12622848188
3385,WI,Watertown Department of Public Health,19202628090
3386,WI,Waukesha County Public Health Division,12628968430
3387,WI,Waupaca County Health Services Division,17152586389
3388,WI,Waushara County Health Department,19207876590
3389,WI,Wauwatosa Health Department,14144798936
3390,WI,West Allis Health Department,14143028600
3391,WI,Winnebago County Health Department,19202323000
3392,WI,Wood County Health Department,17154218911
3393,WY,Albany County Public Health Nursing,13077212561
3394,WY,Big Horn County Public Health Nursing Service,18016237371
3395,WY,Campbell County Health Department,13076820400
3396,WY,Carbon County Public Health Nursing,13073213034
3397,WY,Cheyenne-Laramie County Health Department,13076334063
3398,WY,City of Casper-Natrona County Health Department,13075779722
3399,WY,Converse County Public Health ,13073582536
3400,WY,Crook County Public Health Nursing Service,13072831142
3401,WY,Fremont County Public Health Nursing,13078566979
3402,WY,Goshen County Public Health Nursing Service,13075324131
3403,WY,Hot Springs County Public Health Nursing Service,13078642146
3404,WY,Johnson County Health Department,13076842564
3405,WY,Lincoln County Health Department,13078774496
3406,WY,Niobrara County Public Health Nurse Services,13073342609
