"countyname","fipscounty","neighborname","fipsneighbor"
"Jackson County, WI","55053","Monroe County, WI","55081"
"Jackson County, WI","55053","Trempealeau County, WI","55121"
"Jackson County, WI","55053","Wood County, WI","55141"
"Jefferson County, WI","55055","Dane County, WI","55025"
"Jefferson County, WI","55055","Dodge County, WI","55027"
"Jefferson County, WI","55055","Jefferson County, WI","55055"
"Jefferson County, WI","55055","Rock County, WI","55105"
"Jefferson County, WI","55055","Walworth County, WI","55127"
"Jefferson County, WI","55055","Waukesha County, WI","55133"
"Juneau County, WI","55057","Adams County, WI","55001"
"Juneau County, WI","55057","Columbia County, WI","55021"
"Juneau County, WI","55057","Jackson County, WI","55053"
"Juneau County, WI","55057","Juneau County, WI","55057"
"Juneau County, WI","55057","Monroe County, WI","55081"
"Juneau County, WI","55057","Sauk County, WI","55111"
"Juneau County, WI","55057","Vernon County, WI","55123"
"Juneau County, WI","55057","Wood County, WI","55141"
"Kenosha County, WI","55059","Lake County, IL","17097"
"Kenosha County, WI","55059","McHenry County, IL","17111"
"Kenosha County, WI","55059","Allegan County, MI","26005"
"Kenosha County, WI","55059","Kenosha County, WI","55059"
"Kenosha County, WI","55059","Racine County, WI","55101"
"Kenosha County, WI","55059","Walworth County, WI","55127"
"Kewaunee County, WI","55061","Benzie County, MI","26019"
"Kewaunee County, WI","55061","Manistee County, MI","26101"
"Kewaunee County, WI","55061","Brown County, WI","55009"
"Kewaunee County, WI","55061","Door County, WI","55029"
"Kewaunee County, WI","55061","Kewaunee County, WI","55061"
"Kewaunee County, WI","55061","Manitowoc County, WI","55071"
"La Crosse County, WI","55063","Houston County, MN","27055"
"La Crosse County, WI","55063","Winona County, MN","27169"
"La Crosse County, WI","55063","Jackson County, WI","55053"
"La Crosse County, WI","55063","La Crosse County, WI","55063"
"La Crosse County, WI","55063","Monroe County, WI","55081"
"La Crosse County, WI","55063","Trempealeau County, WI","55121"
"La Crosse County, WI","55063","Vernon County, WI","55123"
"Lafayette County, WI","55065","Jo Daviess County, IL","17085"
"Lafayette County, WI","55065","Stephenson County, IL","17177"
"Lafayette County, WI","55065","Grant County, WI","55043"
"Lafayette County, WI","55065","Green County, WI","55045"
"Lafayette County, WI","55065","Iowa County, WI","55049"
"Lafayette County, WI","55065","Lafayette County, WI","55065"
"Langlade County, WI","55067","Forest County, WI","55041"
"Langlade County, WI","55067","Langlade County, WI","55067"
"Langlade County, WI","55067","Lincoln County, WI","55069"
"Langlade County, WI","55067","Marathon County, WI","55073"
"Langlade County, WI","55067","Menominee County, WI","55078"
"Langlade County, WI","55067","Oconto County, WI","55083"
"Langlade County, WI","55067","Oneida County, WI","55085"
"Langlade County, WI","55067","Shawano County, WI","55115"
"Lincoln County, WI","55069","Langlade County, WI","55067"
"Lincoln County, WI","55069","Lincoln County, WI","55069"
"Lincoln County, WI","55069","Marathon County, WI","55073"
"Lincoln County, WI","55069","Oneida County, WI","55085"
"Lincoln County, WI","55069","Price County, WI","55099"
"Lincoln County, WI","55069","Taylor County, WI","55119"
"Manitowoc County, WI","55071","Manistee County, MI","26101"
"Manitowoc County, WI","55071","Mason County, MI","26105"
"Manitowoc County, WI","55071","Brown County, WI","55009"
"Manitowoc County, WI","55071","Calumet County, WI","55015"
"Manitowoc County, WI","55071","Kewaunee County, WI","55061"
"Manitowoc County, WI","55071","Manitowoc County, WI","55071"
"Manitowoc County, WI","55071","Sheboygan County, WI","55117"
"Marathon County, WI","55073","Clark County, WI","55019"
"Marathon County, WI","55073","Langlade County, WI","55067"
"Marathon County, WI","55073","Lincoln County, WI","55069"
"Marathon County, WI","55073","Marathon County, WI","55073"
"Marathon County, WI","55073","Portage County, WI","55097"
"Marathon County, WI","55073","Shawano County, WI","55115"
"Marathon County, WI","55073","Taylor County, WI","55119"
"Marathon County, WI","55073","Waupaca County, WI","55135"
"Marathon County, WI","55073","Wood County, WI","55141"
"Marinette County, WI","55075","Dickinson County, MI","26043"
"Marinette County, WI","55075","Menominee County, MI","26109"
"Marinette County, WI","55075","Door County, WI","55029"
"Marinette County, WI","55075","Florence County, WI","55037"
"Marinette County, WI","55075","Forest County, WI","55041"
"Marinette County, WI","55075","Marinette County, WI","55075"
"Marinette County, WI","55075","Oconto County, WI","55083"
"Marquette County, WI","55077","Adams County, WI","55001"
"Marquette County, WI","55077","Columbia County, WI","55021"
"Marquette County, WI","55077","Green Lake County, WI","55047"
"Marquette County, WI","55077","Marquette County, WI","55077"
"Marquette County, WI","55077","Waushara County, WI","55137"
"Menominee County, WI","55078","Langlade County, WI","55067"
"Menominee County, WI","55078","Menominee County, WI","55078"
"Menominee County, WI","55078","Oconto County, WI","55083"
"Menominee County, WI","55078","Shawano County, WI","55115"
"Milwaukee County, WI","55079","Muskegon County, MI","26121"
"Milwaukee County, WI","55079","Ottawa County, MI","26139"
"Milwaukee County, WI","55079","Milwaukee County, WI","55079"
"Milwaukee County, WI","55079","Ozaukee County, WI","55089"
"Milwaukee County, WI","55079","Racine County, WI","55101"
"Milwaukee County, WI","55079","Washington County, WI","55131"
"Milwaukee County, WI","55079","Waukesha County, WI","55133"
"Monroe County, WI","55081","Jackson County, WI","55053"
"Monroe County, WI","55081","Juneau County, WI","55057"
"Monroe County, WI","55081","La Crosse County, WI","55063"
"Monroe County, WI","55081","Monroe County, WI","55081"
"Monroe County, WI","55081","Vernon County, WI","55123"
"Oconto County, WI","55083","Brown County, WI","55009"
"Oconto County, WI","55083","Door County, WI","55029"
"Oconto County, WI","55083","Forest County, WI","55041"
"Oconto County, WI","55083","Langlade County, WI","55067"
"Oconto County, WI","55083","Marinette County, WI","55075"
"Oconto County, WI","55083","Menominee County, WI","55078"
"Oconto County, WI","55083","Oconto County, WI","55083"
"Oconto County, WI","55083","Shawano County, WI","55115"
"Oneida County, WI","55085","Forest County, WI","55041"
"Oneida County, WI","55085","Langlade County, WI","55067"
"Oneida County, WI","55085","Lincoln County, WI","55069"
"Oneida County, WI","55085","Oneida County, WI","55085"
"Oneida County, WI","55085","Price County, WI","55099"
"Oneida County, WI","55085","Vilas County, WI","55125"
"Outagamie County, WI","55087","Brown County, WI","55009"
"Outagamie County, WI","55087","Calumet County, WI","55015"
"Outagamie County, WI","55087","Outagamie County, WI","55087"
"Outagamie County, WI","55087","Shawano County, WI","55115"
"Outagamie County, WI","55087","Waupaca County, WI","55135"
"Outagamie County, WI","55087","Winnebago County, WI","55139"
"Ozaukee County, WI","55089","Muskegon County, MI","26121"
"Ozaukee County, WI","55089","Oceana County, MI","26127"
"Ozaukee County, WI","55089","Milwaukee County, WI","55079"
"Ozaukee County, WI","55089","Ozaukee County, WI","55089"
"Ozaukee County, WI","55089","Sheboygan County, WI","55117"
"Ozaukee County, WI","55089","Washington County, WI","55131"
"Ozaukee County, WI","55089","Waukesha County, WI","55133"
"Pepin County, WI","55091","Goodhue County, MN","27049"
"Pepin County, WI","55091","Wabasha County, MN","27157"
"Pepin County, WI","55091","Buffalo County, WI","55011"
"Pepin County, WI","55091","Dunn County, WI","55033"
"Pepin County, WI","55091","Eau Claire County, WI","55035"
"Pepin County, WI","55091","Pepin County, WI","55091"
"Pepin County, WI","55091","Pierce County, WI","55093"
"Pierce County, WI","55093","Dakota County, MN","27037"
"Pierce County, WI","55093","Goodhue County, MN","27049"
"Pierce County, WI","55093","Washington County, MN","27163"
"Pierce County, WI","55093","Dunn County, WI","55033"
"Pierce County, WI","55093","Pepin County, WI","55091"
"Pierce County, WI","55093","Pierce County, WI","55093"
"Pierce County, WI","55093","St. Croix County, WI","55109"
"Polk County, WI","55095","Chisago County, MN","27025"
"Polk County, WI","55095","Washington County, MN","27163"
"Polk County, WI","55095","Barron County, WI","55005"
"Polk County, WI","55095","Burnett County, WI","55013"
"Polk County, WI","55095","Dunn County, WI","55033"
"Polk County, WI","55095","Polk County, WI","55095"
"Polk County, WI","55095","St. Croix County, WI","55109"
"Portage County, WI","55097","Adams County, WI","55001"
"Portage County, WI","55097","Marathon County, WI","55073"
"Portage County, WI","55097","Portage County, WI","55097"
"Portage County, WI","55097","Shawano County, WI","55115"
"Portage County, WI","55097","Waupaca County, WI","55135"
"Portage County, WI","55097","Waushara County, WI","55137"
"Portage County, WI","55097","Wood County, WI","55141"
"Price County, WI","55099","Ashland County, WI","55003"
"Price County, WI","55099","Iron County, WI","55051"
"Price County, WI","55099","Lincoln County, WI","55069"
"Price County, WI","55099","Oneida County, WI","55085"
"Price County, WI","55099","Price County, WI","55099"
"Price County, WI","55099","Rusk County, WI","55107"
"Price County, WI","55099","Sawyer County, WI","55113"
"Price County, WI","55099","Taylor County, WI","55119"
"Price County, WI","55099","Vilas County, WI","55125"
"Racine County, WI","55101","Allegan County, MI","26005"
"Racine County, WI","55101","Ottawa County, MI","26139"
"Racine County, WI","55101","Kenosha County, WI","55059"
"Racine County, WI","55101","Milwaukee County, WI","55079"
"Racine County, WI","55101","Racine County, WI","55101"
"Racine County, WI","55101","Walworth County, WI","55127"
"Racine County, WI","55101","Waukesha County, WI","55133"
"Richland County, WI","55103","Crawford County, WI","55023"
"Richland County, WI","55103","Grant County, WI","55043"
"Richland County, WI","55103","Iowa County, WI","55049"
"Richland County, WI","55103","Richland County, WI","55103"
"Richland County, WI","55103","Sauk County, WI","55111"
"Richland County, WI","55103","Vernon County, WI","55123"
"Rock County, WI","55105","Boone County, IL","17007"
"Rock County, WI","55105","Winnebago County, IL","17201"
"Rock County, WI","55105","Dane County, WI","55025"
"Rock County, WI","55105","Green County, WI","55045"
"Rock County, WI","55105","Jefferson County, WI","55055"
"Rock County, WI","55105","Rock County, WI","55105"
"Rock County, WI","55105","Walworth County, WI","55127"
"Rusk County, WI","55107","Barron County, WI","55005"
"Rusk County, WI","55107","Chippewa County, WI","55017"
"Rusk County, WI","55107","Price County, WI","55099"
"Rusk County, WI","55107","Rusk County, WI","55107"
"Rusk County, WI","55107","Sawyer County, WI","55113"
"Rusk County, WI","55107","Taylor County, WI","55119"
"Rusk County, WI","55107","Washburn County, WI","55129"
"St. Croix County, WI","55109","Washington County, MN","27163"
"St. Croix County, WI","55109","Barron County, WI","55005"
"St. Croix County, WI","55109","Dunn County, WI","55033"
"St. Croix County, WI","55109","Pierce County, WI","55093"
"St. Croix County, WI","55109","Polk County, WI","55095"
"St. Croix County, WI","55109","St. Croix County, WI","55109"
"Sauk County, WI","55111","Adams County, WI","55001"
"Sauk County, WI","55111","Columbia County, WI","55021"
"Sauk County, WI","55111","Dane County, WI","55025"
"Sauk County, WI","55111","Iowa County, WI","55049"
"Sauk County, WI","55111","Juneau County, WI","55057"
"Sauk County, WI","55111","Richland County, WI","55103"
"Sauk County, WI","55111","Sauk County, WI","55111"
"Sauk County, WI","55111","Vernon County, WI","55123"
"Sawyer County, WI","55113","Ashland County, WI","55003"
"Sawyer County, WI","55113","Barron County, WI","55005"
"Sawyer County, WI","55113","Bayfield County, WI","55007"
"Sawyer County, WI","55113","Douglas County, WI","55031"
"Sawyer County, WI","55113","Price County, WI","55099"
"Sawyer County, WI","55113","Rusk County, WI","55107"
"Sawyer County, WI","55113","Sawyer County, WI","55113"
"Sawyer County, WI","55113","Washburn County, WI","55129"
"Shawano County, WI","55115","Brown County, WI","55009"
"Shawano County, WI","55115","Langlade County, WI","55067"
"Shawano County, WI","55115","Marathon County, WI","55073"
"Shawano County, WI","55115","Menominee County, WI","55078"
"Shawano County, WI","55115","Oconto County, WI","55083"
"Shawano County, WI","55115","Outagamie County, WI","55087"
"Shawano County, WI","55115","Portage County, WI","55097"
"Shawano County, WI","55115","Shawano County, WI","55115"
"Shawano County, WI","55115","Waupaca County, WI","55135"
"Sheboygan County, WI","55117","Mason County, MI","26105"
"Sheboygan County, WI","55117","Oceana County, MI","26127"
"Sheboygan County, WI","55117","Calumet County, WI","55015"
"Sheboygan County, WI","55117","Fond du Lac County, WI","55039"
"Sheboygan County, WI","55117","Manitowoc County, WI","55071"
"Sheboygan County, WI","55117","Ozaukee County, WI","55089"
"Sheboygan County, WI","55117","Sheboygan County, WI","55117"
"Sheboygan County, WI","55117","Washington County, WI","55131"
"Taylor County, WI","55119","Chippewa County, WI","55017"
"Taylor County, WI","55119","Clark County, WI","55019"
"Taylor County, WI","55119","Lincoln County, WI","55069"
"Taylor County, WI","55119","Marathon County, WI","55073"
"Taylor County, WI","55119","Price County, WI","55099"
"Taylor County, WI","55119","Rusk County, WI","55107"
"Taylor County, WI","55119","Taylor County, WI","55119"
"Trempealeau County, WI","55121","Winona County, MN","27169"
"Trempealeau County, WI","55121","Buffalo County, WI","55011"
"Trempealeau County, WI","55121","Eau Claire County, WI","55035"
"Trempealeau County, WI","55121","Jackson County, WI","55053"
"Trempealeau County, WI","55121","La Crosse County, WI","55063"
"Trempealeau County, WI","55121","Trempealeau County, WI","55121"
"Vernon County, WI","55123","Allamakee County, IA","19005"
"Vernon County, WI","55123","Houston County, MN","27055"
"Vernon County, WI","55123","Crawford County, WI","55023"
"Vernon County, WI","55123","Juneau County, WI","55057"
"Vernon County, WI","55123","La Crosse County, WI","55063"
"Vernon County, WI","55123","Monroe County, WI","55081"
